Date,Count
2019-01-10,1
2019-02-05,1
2019-02-20,1
2019-03-04,1
2019-03-15,1
2019-04-05,2
2019-04-08,1
2019-04-12,1
2019-04-18,1
2019-04-30,1
2019-05-02,1
2019-05-06,1
2019-05-14,1
2019-05-17,1
2019-05-22,1
2019-05-23,3
2019-05-31,1
2019-06-07,1
2019-06-11,2
2019-06-14,1
2019-06-17,1
2019-06-18,1
2019-06-21,3
2019-06-26,2
2019-07-02,1
2019-07-09,1
2019-07-11,1
2019-07-12,1
2019-07-15,1
2019-07-23,1
2019-08-01,1
2019-08-20,1
2019-08-26,1
2019-08-30,1
2019-09-11,1
2019-09-16,1
2019-09-18,1
2019-09-20,1
2019-09-30,1
2019-10-02,1
2019-10-11,1
2019-11-08,1
2019-11-13,1
2019-12-02,1
2019-12-03,1
2019-12-04,4
2019-12-12,1
2019-12-13,1
