Date,Count
2019-01-01,8
2019-01-02,6
2019-01-03,9
2019-01-04,6
2019-01-05,8
2019-01-06,9
2019-01-07,6
2019-01-08,5
2019-01-09,5
2019-01-10,5
2019-01-11,2
2019-01-12,2
2019-01-13,6
2019-01-14,5
2019-01-15,4
2019-01-16,3
2019-01-17,10
2019-01-18,6
2019-01-19,5
2019-01-20,13
2019-01-21,4
2019-01-22,3
2019-01-23,3
2019-01-24,7
2019-01-25,7
2019-01-26,6
2019-01-27,5
2019-01-28,3
2019-01-29,6
2019-01-30,3
2019-01-31,5
2019-02-01,4
2019-02-02,4
2019-02-03,1
2019-02-04,2
2019-02-05,10
2019-02-06,5
2019-02-07,5
2019-02-08,1
2019-02-09,3
2019-02-10,2
2019-02-11,6
2019-02-12,5
2019-02-13,2
2019-02-14,4
2019-02-15,9
2019-02-16,3
2019-02-17,2
2019-02-18,4
2019-02-19,6
2019-02-20,2
2019-02-21,2
2019-02-22,3
2019-02-23,3
2019-02-24,4
2019-02-25,8
2019-02-26,2
2019-02-27,1
2019-02-28,3
2019-03-01,3
2019-03-02,1
2019-03-03,4
2019-03-04,2
2019-03-05,3
2019-03-06,5
2019-03-07,5
2019-03-08,7
2019-03-10,4
2019-03-11,1
2019-03-12,4
2019-03-13,3
2019-03-14,2
2019-03-15,2
2019-03-16,7
2019-03-17,2
2019-03-18,1
2019-03-20,2
2019-03-21,2
2019-03-22,7
2019-03-23,4
2019-03-24,4
2019-03-26,1
2019-03-27,2
2019-03-28,2
2019-03-29,4
2019-03-30,7
2019-03-31,4
2019-04-01,3
2019-04-02,2
2019-04-03,3
2019-04-05,2
2019-04-06,6
2019-04-09,1
2019-04-10,1
2019-04-11,1
2019-04-14,7
2019-04-15,6
2019-04-16,3
2019-04-17,2
2019-04-18,3
2019-04-19,4
2019-04-20,6
2019-04-21,2
2019-04-22,3
2019-04-23,3
2019-04-24,7
2019-04-25,4
2019-04-26,2
2019-04-27,1
2019-04-28,6
2019-04-29,7
2019-04-30,2
2019-05-01,3
2019-05-02,4
2019-05-04,2
2019-05-05,4
2019-05-07,2
2019-05-08,7
2019-05-09,4
2019-05-10,2
2019-05-11,7
2019-05-12,5
2019-05-13,1
2019-05-14,1
2019-05-15,2
2019-05-16,4
2019-05-17,7
2019-05-18,4
2019-05-19,5
2019-05-20,1
2019-05-21,3
2019-05-22,5
2019-05-24,5
2019-05-25,3
2019-05-26,4
2019-05-27,4
2019-05-28,2
2019-05-29,2
2019-05-30,6
2019-05-31,4
2019-06-01,2
2019-06-02,3
2019-06-03,6
2019-06-04,4
2019-06-05,2
2019-06-06,3
2019-06-07,5
2019-06-08,3
2019-06-09,4
2019-06-10,3
2019-06-11,3
2019-06-12,5
2019-06-13,1
2019-06-14,5
2019-06-15,3
2019-06-16,5
2019-06-17,2
2019-06-18,3
2019-06-19,4
2019-06-20,4
2019-06-21,10
2019-06-22,4
2019-06-23,5
2019-06-24,4
2019-06-25,3
2019-06-26,3
2019-06-27,8
2019-06-28,5
2019-06-29,5
2019-06-30,2
2019-07-01,2
2019-07-02,3
2019-07-03,5
2019-07-04,2
2019-07-05,1
2019-07-06,2
2019-07-07,4
2019-07-09,2
2019-07-11,5
2019-07-12,5
2019-07-13,4
2019-07-14,5
2019-07-15,2
2019-07-16,2
2019-07-17,3
2019-07-19,6
2019-07-20,8
2019-07-21,3
2019-07-22,1
2019-07-24,2
2019-07-25,2
2019-07-26,4
2019-07-27,1
2019-07-28,4
2019-07-29,4
2019-07-30,1
2019-07-31,2
2019-08-01,1
2019-08-02,4
2019-08-03,1
2019-08-04,2
2019-08-05,3
2019-08-07,1
2019-08-08,6
2019-08-09,4
2019-08-10,1
2019-08-11,2
2019-08-12,5
2019-08-14,2
2019-08-15,1
2019-08-16,3
2019-08-17,1
2019-08-18,1
2019-08-19,1
2019-08-23,4
2019-08-24,1
2019-08-25,3
2019-08-26,3
2019-08-28,2
2019-08-29,4
2019-08-30,2
2019-08-31,3
2019-09-02,1
2019-09-05,2
2019-09-06,1
2019-09-07,3
2019-09-08,3
2019-09-09,1
2019-09-11,3
2019-09-12,2
2019-09-14,2
2019-09-15,2
2019-09-17,3
2019-09-18,1
2019-09-19,1
2019-09-20,2
2019-09-21,1
2019-09-22,3
2019-09-23,1
2019-09-25,1
2019-09-28,2
2019-09-29,4
2019-10-01,1
2019-10-03,2
2019-10-04,1
2019-10-07,1
2019-10-08,2
2019-10-11,1
2019-10-12,2
2019-10-13,2
2019-10-14,1
2019-10-15,2
2019-10-17,1
2019-10-18,1
2019-10-19,2
2019-10-20,1
2019-10-23,1
2019-10-24,1
2019-10-26,2
2019-10-27,1
2019-10-28,1
2019-10-31,1
2019-11-01,1
2019-11-03,1
2019-11-06,1
2019-11-07,2
2019-11-08,1
2019-11-11,1
2019-11-12,2
2019-11-14,1
2019-11-15,1
2019-11-16,2
2019-11-22,2
2019-11-23,1
2019-11-24,1
2019-11-26,2
2019-11-30,1
2019-12-02,1
2019-12-04,1
2019-12-10,1
2019-12-12,1
2019-12-15,1
2019-12-20,1
2019-12-27,1
2019-12-28,1
