Date,Count
2019-11-17,503
2019-11-18,462
2019-11-19,641
2019-11-20,654
2019-11-21,721
2019-11-22,749
2019-11-23,661
2019-11-24,498
2019-11-25,399
2019-11-26,525
2019-11-27,414
2019-11-28,230
2019-11-29,346
2019-11-30,474
2019-12-01,354
2019-12-02,554
2019-12-03,765
2019-12-04,816
2019-12-05,852
2019-12-06,895
2019-12-07,777
2019-12-08,511
2019-12-09,434
2019-12-10,589
2019-12-11,573
2019-12-12,693
2019-12-13,806
2019-12-14,743
2019-12-15,466
2019-12-16,437
2019-12-17,566
2019-12-18,600
2019-12-19,622
2019-12-20,722
2019-12-21,568
2019-12-22,424
2019-12-23,323
2019-12-24,158
2019-12-25,83
2019-12-26,211
2019-12-27,304
2019-12-28,354
2019-12-29,258
2019-12-30,278
2019-12-31,304
