Date,Count
2019-01-01,6
2019-01-02,4
2019-01-03,5
2019-01-04,3
2019-01-05,4
2019-01-06,13
2019-01-07,6
2019-01-08,2
2019-01-09,11
2019-01-10,10
2019-01-11,7
2019-01-12,11
2019-01-13,6
2019-01-14,6
2019-01-15,2
2019-01-16,14
2019-01-17,6
2019-01-18,4
2019-01-19,5
2019-01-20,3
2019-01-21,6
2019-01-22,4
2019-01-23,5
2019-01-24,6
2019-01-25,6
2019-01-26,3
2019-01-27,6
2019-01-28,4
2019-01-29,3
2019-01-30,1
2019-01-31,2
2019-02-01,7
2019-02-02,7
2019-02-03,2
2019-02-04,5
2019-02-05,6
2019-02-06,7
2019-02-07,8
2019-02-08,11
2019-02-09,6
2019-02-11,6
2019-02-12,5
2019-02-13,7
2019-02-14,8
2019-02-15,11
2019-02-16,12
2019-02-17,3
2019-02-18,4
2019-02-19,1
2019-02-20,10
2019-02-21,8
2019-02-22,18
2019-02-23,14
2019-02-24,5
2019-02-25,9
2019-02-26,4
2019-02-27,1
2019-02-28,10
2019-03-01,11
2019-03-02,10
2019-03-03,9
2019-03-04,11
2019-03-05,14
2019-03-06,10
2019-03-07,6
2019-03-08,6
2019-03-09,5
2019-03-10,4
2019-03-11,4
2019-03-12,9
2019-03-13,3
2019-03-14,6
2019-03-15,10
2019-03-16,12
2019-03-17,7
2019-03-18,8
2019-03-19,7
2019-03-20,6
2019-03-21,5
2019-03-22,10
2019-03-23,5
2019-03-24,7
2019-03-25,10
2019-03-26,4
2019-03-27,4
2019-03-28,6
2019-03-29,7
2019-03-30,6
2019-03-31,9
2019-04-01,8
2019-04-02,9
2019-04-03,9
2019-04-04,7
2019-04-05,9
2019-04-06,5
2019-04-07,4
2019-04-08,10
2019-04-09,8
2019-04-10,9
2019-04-11,6
2019-04-12,6
2019-04-13,6
2019-04-14,12
2019-04-15,10
2019-04-17,6
2019-04-18,10
2019-04-19,8
2019-04-20,4
2019-04-21,3
2019-04-22,6
2019-04-23,2
2019-04-24,12
2019-04-25,8
2019-04-26,3
2019-04-27,8
2019-04-28,2
2019-04-29,5
2019-04-30,9
2019-05-01,7
2019-05-02,13
2019-05-03,17
2019-05-04,14
2019-05-05,6
2019-05-06,12
2019-05-07,9
2019-05-08,3
2019-05-09,8
2019-05-10,10
2019-05-11,8
2019-05-12,6
2019-05-13,8
2019-05-14,4
2019-05-15,7
2019-05-16,12
2019-05-17,14
2019-05-18,15
2019-05-19,8
2019-05-20,27
2019-05-21,9
2019-05-22,12
2019-05-23,12
2019-05-24,5
2019-05-25,4
2019-05-26,2
2019-05-27,2
2019-05-28,6
2019-05-29,6
2019-05-30,11
2019-05-31,25
2019-06-01,22
2019-06-02,28
2019-06-03,20
2019-06-04,13
2019-06-05,9
2019-06-06,5
2019-06-07,5
2019-06-08,5
2019-06-09,7
2019-06-10,9
2019-06-11,10
2019-06-12,11
2019-06-13,5
2019-06-14,6
2019-06-15,10
2019-06-16,2
2019-06-17,11
2019-06-18,11
2019-06-19,13
2019-06-20,9
2019-06-21,11
2019-06-22,5
2019-06-23,4
2019-06-24,10
2019-06-25,11
2019-06-26,10
2019-06-27,13
2019-06-28,9
2019-06-29,7
2019-06-30,2
2019-07-01,4
2019-07-02,7
2019-07-03,6
2019-07-04,5
2019-07-05,7
2019-07-06,9
2019-07-07,1
2019-07-08,3
2019-07-09,4
2019-07-10,11
2019-07-11,6
2019-07-12,7
2019-07-13,5
2019-07-14,2
2019-07-15,5
2019-07-16,1
2019-07-17,10
2019-07-18,4
2019-07-19,5
2019-07-20,8
2019-07-21,6
2019-07-22,9
2019-07-23,7
2019-07-24,8
2019-07-25,2
2019-07-26,4
2019-07-27,5
2019-07-28,1
2019-07-29,6
2019-07-30,7
2019-07-31,5
2019-08-01,2
2019-08-02,8
2019-08-04,2
2019-08-05,3
2019-08-06,4
2019-08-07,6
2019-08-08,6
2019-08-09,8
2019-08-10,5
2019-08-11,3
2019-08-12,5
2019-08-13,3
2019-08-15,2
2019-08-16,3
2019-08-17,3
2019-08-18,1
2019-08-19,4
2019-08-21,5
2019-08-22,1
2019-08-23,4
2019-08-24,1
2019-08-25,2
2019-08-26,1
2019-08-28,2
2019-08-29,1
2019-08-30,5
2019-08-31,3
2019-09-01,1
2019-09-02,1
2019-09-03,1
2019-09-04,3
2019-09-05,2
2019-09-08,6
2019-09-09,1
2019-09-10,1
2019-09-11,4
2019-09-12,2
2019-09-13,1
2019-09-14,2
2019-09-15,4
2019-09-16,4
2019-09-17,3
2019-09-18,4
2019-09-19,3
2019-09-20,1
2019-09-21,1
2019-09-22,1
2019-09-23,3
2019-09-24,5
2019-09-25,1
2019-09-26,5
2019-09-27,2
2019-09-29,3
2019-09-30,2
2019-10-01,1
2019-10-02,3
2019-10-03,2
2019-10-04,1
2019-10-07,3
