Date,Count
2019-06-28,33
2019-06-29,17
2019-06-30,14
2019-07-01,20
2019-07-02,11
2019-07-03,15
2019-07-04,12
2019-07-05,8
2019-07-06,18
2019-07-07,15
2019-07-08,12
2019-07-09,14
2019-07-10,18
2019-07-11,24
2019-07-12,30
2019-07-13,29
2019-07-14,22
2019-07-15,25
2019-07-16,18
2019-07-17,25
2019-07-18,26
2019-07-19,30
2019-07-20,17
2019-07-21,17
2019-07-22,23
2019-07-23,26
2019-07-24,24
2019-07-25,18
2019-07-26,28
2019-07-27,26
2019-07-28,20
2019-07-29,22
2019-07-30,18
2019-07-31,25
2019-08-01,31
2019-08-02,27
2019-08-03,23
2019-08-04,23
2019-08-05,24
2019-08-06,25
2019-08-07,35
2019-08-08,28
2019-08-09,37
2019-08-10,19
2019-08-11,11
2019-08-12,23
2019-08-13,22
2019-08-14,21
2019-08-15,25
2019-08-16,27
2019-08-17,25
2019-08-18,16
2019-08-19,32
2019-08-20,34
2019-08-21,25
2019-08-22,36
2019-08-23,29
2019-08-24,25
2019-08-25,12
2019-08-26,16
2019-08-27,42
2019-08-28,20
2019-08-29,30
2019-08-30,29
2019-08-31,15
2019-09-01,12
2019-09-02,16
2019-09-03,22
2019-09-04,17
2019-09-05,31
2019-09-06,33
2019-09-07,21
2019-09-08,12
2019-09-09,20
2019-09-10,32
2019-09-11,29
2019-09-12,31
2019-09-13,38
2019-09-14,23
2019-09-15,23
2019-09-16,15
2019-09-17,38
2019-09-18,28
2019-09-19,38
2019-09-20,33
2019-09-21,32
2019-09-22,16
2019-09-23,26
2019-09-24,29
2019-09-25,33
2019-09-26,32
2019-09-27,38
2019-09-28,19
2019-09-29,13
2019-09-30,35
2019-10-01,23
2019-10-02,36
2019-10-03,21
2019-10-04,22
2019-10-05,13
2019-10-06,14
2019-10-07,25
2019-10-08,22
2019-10-09,28
2019-10-10,40
2019-10-11,31
2019-10-12,18
2019-10-13,13
2019-10-14,24
2019-10-15,32
2019-10-16,37
2019-10-17,39
2019-10-18,44
2019-10-19,23
2019-10-20,19
2019-10-21,28
2019-10-22,26
2019-10-23,18
2019-10-24,42
2019-10-25,42
2019-10-26,22
2019-10-27,20
2019-10-28,34
2019-10-29,37
2019-10-30,30
2019-10-31,47
2019-11-01,46
2019-11-02,22
2019-11-03,15
2019-11-04,16
2019-11-05,32
2019-11-06,27
2019-11-07,42
2019-11-08,42
2019-11-09,36
2019-11-10,16
2019-11-11,26
2019-11-12,39
2019-11-13,33
2019-11-14,48
2019-11-15,47
2019-11-16,11
2019-11-17,28
2019-11-18,38
2019-11-19,36
2019-11-20,35
2019-11-21,38
2019-11-22,45
2019-11-23,25
2019-11-24,17
2019-11-25,28
2019-11-26,38
2019-11-27,15
2019-11-28,5
2019-11-29,7
2019-11-30,24
2019-12-01,17
2019-12-02,28
2019-12-03,31
2019-12-04,44
2019-12-05,48
2019-12-06,30
2019-12-07,27
2019-12-08,15
2019-12-09,27
2019-12-10,48
2019-12-11,34
2019-12-12,50
2019-12-13,46
2019-12-14,32
2019-12-15,19
2019-12-16,28
2019-12-17,29
2019-12-18,60
2019-12-19,41
2019-12-20,44
2019-12-21,34
2019-12-22,20
2019-12-23,32
2019-12-24,12
2019-12-25,2
2019-12-26,13
2019-12-27,33
2019-12-28,20
2019-12-29,15
2019-12-30,18
2019-12-31,21
