Date,Count
2019-01-11,1
2019-01-15,1
2019-01-16,1
2019-01-23,1
2019-01-24,2
2019-02-04,2
2019-02-07,1
2019-02-09,1
2019-02-12,1
2019-02-13,2
2019-02-18,1
2019-02-25,2
2019-02-26,1
2019-02-28,1
2019-03-01,1
2019-03-07,1
2019-03-09,1
2019-03-17,1
2019-03-18,1
2019-03-22,1
2019-03-26,1
2019-03-31,1
2019-04-12,1
2019-04-20,1
2019-05-01,1
2019-05-03,1
2019-05-07,1
2019-05-09,2
2019-05-10,2
2019-05-21,1
2019-05-22,1
2019-05-23,1
2019-05-26,1
2019-05-31,1
2019-06-03,1
2019-06-04,1
2019-06-14,1
2019-06-17,1
2019-06-21,1
2019-06-22,1
2019-06-23,1
2019-06-26,1
2019-07-03,2
2019-07-10,1
2019-07-17,1
2019-07-23,1
2019-07-26,1
2019-08-02,1
2019-08-20,1
2019-08-27,1
2019-09-03,2
2019-09-05,1
2019-09-12,1
2019-10-07,1
2019-11-26,1
2019-12-09,1
2019-12-31,1
