Date,Count
2019-06-18,1398
2019-06-19,1479
2019-06-20,1507
2019-06-21,1663
2019-06-22,1448
2019-06-23,1036
2019-06-24,1132
2019-06-25,1398
2019-06-26,1540
2019-06-27,1448
2019-06-28,1497
2019-06-29,1167
2019-06-30,939
2019-07-01,1063
2019-07-02,1251
2019-07-03,1103
2019-07-04,699
2019-07-05,1206
2019-07-06,1065
2019-07-07,757
2019-07-08,989
2019-07-09,1220
2019-07-10,1420
2019-07-11,1487
2019-07-12,1566
2019-07-13,1527
2019-07-14,1029
2019-07-15,1297
2019-07-16,1407
2019-07-17,1543
2019-07-18,1580
2019-07-19,1737
2019-07-20,1436
2019-07-21,956
2019-07-22,1149
2019-07-23,1324
2019-07-24,1289
2019-07-25,1410
2019-07-26,1458
2019-07-27,1340
2019-07-28,955
2019-07-29,1095
2019-07-30,1271
2019-07-31,1345
2019-08-01,1456
2019-08-02,1609
2019-08-03,1378
2019-08-04,1146
2019-08-05,1238
2019-08-06,1296
2019-08-07,1366
2019-08-08,1343
2019-08-09,1416
2019-08-10,1237
2019-08-11,1092
2019-08-12,1149
2019-08-13,1265
2019-08-14,1252
2019-08-15,1321
2019-08-16,1418
2019-08-17,1362
2019-08-18,982
2019-08-19,1057
2019-08-20,1219
2019-08-21,1259
2019-08-22,1341
2019-08-23,1499
2019-08-24,1180
2019-08-25,854
2019-08-26,1070
2019-08-27,1111
2019-08-28,1214
2019-08-29,1216
2019-08-30,1311
2019-08-31,1149
2019-09-01,1031
2019-09-02,633
2019-09-03,982
2019-09-04,1213
2019-09-05,1287
2019-09-06,1255
2019-09-07,1088
2019-09-08,708
2019-09-09,1062
2019-09-10,1341
2019-09-11,1426
2019-09-12,1477
2019-09-13,1601
2019-09-14,1269
2019-09-15,889
2019-09-16,1153
2019-09-17,1331
2019-09-18,1273
2019-09-19,1548
2019-09-20,1639
2019-09-21,1432
2019-09-22,957
2019-09-23,1175
2019-09-24,1383
2019-09-25,1405
2019-09-26,1571
2019-09-27,1647
2019-09-28,1014
2019-09-29,782
2019-09-30,985
2019-10-01,1099
2019-10-02,1346
2019-10-03,1446
2019-10-04,1433
2019-10-05,1158
2019-10-06,754
2019-10-07,965
2019-10-08,1004
2019-10-09,1151
2019-10-10,1240
2019-10-11,1556
2019-10-12,1171
2019-10-13,931
2019-10-14,1231
2019-10-15,1323
2019-10-16,1457
2019-10-17,1450
2019-10-18,1463
2019-10-19,1212
2019-10-20,838
2019-10-21,1116
2019-10-22,1273
2019-10-23,1231
2019-10-24,1271
2019-10-25,1422
2019-10-26,1211
2019-10-27,885
2019-10-28,1071
2019-10-29,1305
2019-10-30,1278
2019-10-31,1311
2019-11-01,1522
2019-11-02,1228
2019-11-03,759
2019-11-04,994
2019-11-05,1232
2019-11-06,1263
2019-11-07,1576
2019-11-08,1431
2019-11-09,1107
2019-11-10,763
2019-11-11,1092
2019-11-12,1374
2019-11-13,1386
2019-11-14,1364
2019-11-15,1476
2019-11-16,1172
2019-11-17,710
2019-11-18,1146
2019-11-19,1244
2019-11-20,1241
2019-11-21,1397
2019-11-22,1576
2019-11-23,1106
2019-11-24,786
2019-11-25,995
2019-11-26,1169
2019-11-27,1050
2019-11-28,453
2019-11-29,948
2019-11-30,1011
2019-12-01,773
2019-12-02,1188
2019-12-03,1416
2019-12-04,1476
2019-12-05,1621
2019-12-06,1912
2019-12-07,1331
2019-12-08,741
2019-12-09,1060
2019-12-10,1304
2019-12-11,1351
2019-12-12,1531
2019-12-13,1628
2019-12-14,1319
2019-12-15,782
2019-12-16,1141
2019-12-17,1362
2019-12-18,1430
2019-12-19,1483
2019-12-20,1526
2019-12-21,1099
2019-12-22,783
2019-12-23,1135
2019-12-24,661
2019-12-25,185
2019-12-26,635
2019-12-27,960
2019-12-28,855
2019-12-29,650
2019-12-30,889
2019-12-31,904
