Date,Count
2019-01-02,1
2019-01-10,1
2019-01-19,1
2019-02-17,1
2019-02-20,1
2019-02-21,1
2019-02-23,1
2019-03-24,1
2019-03-29,2
2019-04-03,1
2019-04-04,2
2019-04-16,1
2019-04-17,2
2019-04-23,1
2019-04-24,1
2019-04-28,1
2019-05-03,1
2019-05-04,2
2019-05-05,1
2019-05-14,3
2019-05-18,1
2019-05-22,1
2019-05-25,2
2019-06-12,1
2019-06-14,1
2019-06-18,1
2019-06-19,1
2019-06-21,1
2019-06-22,1
2019-06-25,1
2019-06-27,1
2019-07-08,1
2019-07-14,1
2019-07-17,1
2019-07-23,1
2019-07-24,1
2019-07-27,1
2019-08-07,1
2019-08-10,1
2019-08-24,1
2019-08-26,2
2019-08-30,1
2019-09-05,1
2019-09-10,1
2019-09-18,1
2019-09-20,1
2019-09-25,2
2019-09-26,2
2019-09-30,1
2019-10-17,1
2019-10-20,5
2019-10-23,1
2019-10-26,3
2019-10-29,2
2019-10-30,1
2019-11-02,4
2019-11-03,1
2019-11-06,1
2019-11-12,1
2019-11-18,2
2019-11-19,1
2019-11-26,1
2019-12-10,2
2019-12-20,1
2019-12-26,1
2019-12-27,1
2019-12-29,1
