Date,Count
2019-01-01,16
2019-01-02,93
2019-01-03,94
2019-01-04,104
2019-01-05,38
2019-01-06,16
2019-01-07,90
2019-01-08,133
2019-01-09,165
2019-01-10,165
2019-01-11,158
2019-01-12,16
2019-01-13,12
2019-01-14,149
2019-01-15,162
2019-01-16,171
2019-01-17,135
2019-01-18,172
2019-01-19,18
2019-01-20,21
2019-01-21,61
2019-01-22,175
2019-01-23,162
2019-01-24,165
2019-01-25,164
2019-01-26,29
2019-01-27,18
2019-01-28,121
2019-01-29,152
2019-01-30,34
2019-01-31,45
2019-02-01,154
2019-02-02,18
2019-02-03,7
2019-02-04,139
2019-02-05,143
2019-02-06,166
2019-02-07,165
2019-02-08,190
2019-02-09,27
2019-02-10,15
2019-02-11,140
2019-02-12,178
2019-02-13,229
2019-02-14,183
2019-02-15,205
2019-02-16,40
2019-02-17,23
2019-02-18,84
2019-02-19,146
2019-02-20,175
2019-02-21,165
2019-02-22,193
2019-02-23,69
2019-02-24,16
2019-02-25,155
2019-02-26,174
2019-02-27,185
2019-02-28,186
2019-03-01,172
2019-03-02,38
2019-03-03,45
2019-03-04,181
2019-03-05,231
2019-03-06,166
2019-03-07,192
2019-03-08,161
2019-03-09,39
2019-03-10,13
2019-03-11,136
2019-03-12,135
2019-03-13,171
2019-03-14,174
2019-03-15,170
2019-03-16,63
2019-03-17,29
2019-03-18,139
2019-03-19,167
2019-03-20,190
2019-03-21,161
2019-03-22,156
2019-03-23,29
2019-03-24,35
2019-03-25,144
2019-03-26,131
2019-03-27,134
2019-03-28,143
2019-03-29,137
2019-03-30,35
2019-03-31,32
2019-04-01,123
2019-04-02,141
2019-04-03,173
2019-04-04,224
2019-04-05,169
2019-04-06,30
2019-04-07,20
2019-04-08,65
2019-04-09,129
2019-04-10,129
2019-04-11,109
2019-04-12,118
2019-04-13,12
2019-04-14,46
2019-04-15,117
2019-04-16,160
2019-04-17,164
2019-04-18,179
2019-04-19,135
2019-04-20,25
2019-04-21,30
2019-04-22,132
2019-04-23,137
2019-04-24,184
2019-04-25,174
2019-04-26,148
2019-04-27,34
2019-04-28,33
2019-04-29,203
2019-04-30,229
2019-05-01,187
2019-05-02,256
2019-05-03,245
2019-05-04,59
2019-05-05,64
2019-05-06,187
2019-05-07,246
2019-05-08,226
2019-05-09,253
2019-05-10,165
2019-05-11,42
2019-05-12,31
2019-05-13,147
2019-05-14,136
2019-05-15,197
2019-05-16,220
2019-05-17,194
2019-05-18,72
2019-05-19,53
2019-05-20,204
2019-05-21,249
2019-05-22,175
2019-05-23,217
2019-05-24,154
2019-05-25,62
2019-05-26,43
2019-05-27,35
2019-05-28,141
2019-05-29,199
2019-05-30,177
2019-05-31,235
2019-06-01,68
2019-06-02,62
2019-06-03,185
2019-06-04,161
2019-06-05,225
2019-06-06,172
2019-06-07,186
2019-06-08,56
2019-06-09,62
2019-06-10,160
2019-06-11,204
2019-06-12,236
2019-06-13,205
2019-06-14,202
2019-06-15,45
2019-06-16,24
2019-06-17,167
2019-06-18,179
2019-06-19,238
2019-06-20,204
2019-06-21,214
2019-06-22,56
2019-06-23,60
2019-06-24,186
2019-06-25,206
2019-06-26,231
2019-06-27,216
2019-06-28,153
2019-06-29,40
2019-06-30,36
2019-07-01,144
2019-07-02,168
2019-07-03,110
2019-07-04,35
2019-07-05,64
2019-07-06,23
2019-07-07,39
2019-07-08,132
2019-07-09,149
2019-07-10,184
2019-07-11,179
2019-07-12,168
2019-07-13,53
2019-07-14,51
2019-07-15,167
2019-07-16,219
2019-07-17,252
2019-07-18,210
2019-07-19,203
2019-07-20,41
2019-07-21,36
2019-07-22,192
2019-07-23,152
2019-07-24,195
2019-07-25,206
2019-07-26,173
2019-07-27,30
2019-07-28,43
2019-07-29,156
2019-07-30,148
2019-07-31,171
2019-08-01,212
2019-08-02,166
2019-08-03,52
2019-08-04,63
2019-08-05,160
2019-08-06,215
2019-08-07,255
2019-08-08,218
2019-08-09,183
2019-08-10,42
2019-08-11,35
2019-08-12,150
2019-08-13,161
2019-08-14,171
2019-08-15,192
2019-08-16,200
2019-08-17,45
2019-08-18,33
2019-08-19,137
2019-08-20,215
2019-08-21,214
2019-08-22,219
2019-08-23,171
2019-08-24,27
2019-08-25,31
2019-08-26,158
2019-08-27,187
2019-08-28,184
2019-08-29,189
2019-08-30,139
2019-08-31,31
2019-09-01,38
2019-09-02,23
2019-09-03,130
2019-09-04,155
2019-09-05,167
2019-09-06,161
2019-09-07,30
2019-09-08,35
2019-09-09,145
2019-09-10,178
2019-09-11,203
2019-09-12,238
2019-09-13,188
2019-09-14,40
2019-09-15,39
2019-09-16,184
2019-09-17,192
2019-09-18,204
2019-09-19,184
2019-09-20,222
2019-09-21,37
2019-09-22,37
2019-09-23,171
2019-09-24,211
2019-09-25,215
2019-09-26,200
2019-09-27,228
2019-09-28,39
2019-09-29,44
2019-09-30,120
2019-10-01,155
2019-10-02,214
2019-10-03,201
2019-10-04,178
2019-10-05,36
2019-10-06,29
2019-10-07,135
2019-10-08,159
2019-10-09,159
2019-10-10,194
2019-10-11,190
2019-10-12,26
2019-10-13,43
2019-10-14,116
2019-10-15,185
2019-10-16,217
2019-10-17,173
2019-10-18,189
2019-10-19,58
2019-10-20,50
2019-10-21,174
2019-10-22,192
2019-10-23,150
2019-10-24,186
2019-10-25,172
2019-10-26,41
2019-10-27,50
2019-10-28,146
2019-10-29,230
2019-10-30,244
2019-10-31,194
2019-11-01,179
2019-11-02,35
2019-11-03,39
2019-11-04,158
2019-11-05,157
2019-11-06,181
2019-11-07,218
2019-11-08,183
2019-11-09,41
2019-11-10,35
2019-11-11,112
2019-11-12,177
2019-11-13,223
2019-11-14,194
2019-11-15,188
2019-11-16,30
2019-11-17,21
2019-11-18,159
2019-11-19,192
2019-11-20,207
2019-11-21,211
2019-11-22,186
2019-11-23,31
2019-11-24,20
2019-11-25,140
2019-11-26,191
2019-11-27,116
2019-11-28,18
2019-11-29,60
2019-11-30,29
2019-12-01,58
2019-12-02,209
2019-12-03,255
2019-12-04,199
2019-12-05,234
2019-12-06,249
2019-12-07,77
2019-12-08,36
2019-12-09,159
2019-12-10,235
2019-12-11,240
2019-12-12,272
2019-12-13,257
2019-12-14,39
2019-12-15,29
2019-12-16,216
2019-12-17,215
2019-12-18,274
2019-12-19,298
2019-12-20,221
2019-12-21,48
2019-12-22,76
2019-12-23,159
2019-12-24,43
2019-12-26,61
2019-12-27,100
2019-12-28,33
2019-12-29,29
2019-12-30,90
2019-12-31,78
